range_km,range_miles,battery_kwh,battery_wh,charge_time_min,charge_time_hours,production_year,num_recalls,is_premium
384.8,,73.32,,32.97,,2021,2,1
339.81,,71.79,,50.78,,2021,0,0
393.49,,60.97,,45.72,,2024,0,0
311.66,,58.42,,9.99,,2022,0,1
328.03,,79.51,,78.6,,2021,0,0
415.52,,67.47,,8.0,,2023,0,0
324.14,,82.12,,106.93,,2023,1,0
409.6,,66.57,,10.22,,2022,2,0
304.68,,85.02,,130.01,,2023,3,1
477.07,,62.52,,67.17,,2023,1,0
337.42,,86.73,,8.0,,2018,1,0
367.7,,73.74,,8.0,,2024,0,0
398.18,,76.0,,8.0,,2021,2,0
348.91,,61.96,,11.93,,2024,1,0
387.89,,79.29,,45.2,,2024,1,0
411.64,,79.64,,30.85,,2018,2,0
432.83,,68.76,,39.91,,2023,1,0
423.53,,50.66,,8.0,,2024,1,0
370.55,,60.87,,8.0,,2022,2,0
371.94,,60.87,,49.46,,2023,0,0
509.2,,76.49,,79.1,,2024,1,1
432.24,,67.35,,18.71,,2022,3,0
329.3,,67.54,,8.0,,2020,1,1
385.5,,66.34,,15.48,,2022,1,1
361.57,,86.69,,22.31,,2021,2,0
372.56,,72.45,,41.77,,2020,4,1
312.38,,73.98,,22.12,,2020,1,1
357.34,,65.81,,95.48,,2019,1,1
479.64,,71.7,,21.54,,2020,1,0
411.85,,62.24,,8.41,,2021,1,1
242.99,,75.44,,11.99,,2023,2,0
446.92,,60.53,,26.28,,2021,1,0
439.93,,79.44,,64.07,,2023,2,1
360.24,,64.65,,85.5,,2024,1,1
419.45,,81.48,,8.61,,2022,1,0
332.73,,91.07,,8.0,,2023,2,1
354.14,,72.01,,85.5,,2022,0,0
462.42,,85.12,,10.88,,2021,2,1
365.05,,79.51,,72.41,,2020,1,1
277.16,,57.67,,33.61,,2024,1,0
376.52,,73.11,,21.74,,2022,2,0
375.68,,77.01,,8.0,,2024,0,1
445.91,,77.98,,46.82,,2021,0,0
380.79,,73.78,,71.59,,2019,1,0
356.81,,73.65,,25.97,,2023,0,0
437.48,,72.05,,24.83,,2024,0,0
386.64,,73.33,,59.12,,2023,0,0
338.75,,59.76,,29.12,,2023,2,0
443.52,,69.64,,64.68,,2023,3,1
390.65,,57.47,,8.0,,2023,1,0
380.16,,67.02,,81.87,,2021,3,0
389.78,,66.09,,12.76,,2021,1,0
321.11,,65.45,,8.0,,2023,1,0
350.98,,61.48,,8.0,,2024,3,0
380.2,,74.69,,75.44,,2019,4,0
369.29,,68.82,,8.0,,2018,0,0
449.98,,67.8,,129.72,,2023,2,0
391.96,,57.92,,34.95,,2019,2,1
427.02,,69.02,,50.38,,2020,1,0
380.52,,83.46,,54.27,,2020,2,0
438.1,,83.61,,14.54,,2022,0,0
401.86,,75.74,,68.98,,2020,0,0
380.74,,69.05,,122.78,,2020,1,1
379.27,,77.59,,19.4,,2018,0,0
327.51,,65.33,,75.77,,2023,1,0
407.88,,69.01,,62.1,,2020,2,0
377.79,,64.57,,37.41,,2022,1,0
352.39,,81.08,,19.25,,2021,2,0
440.86,,79.8,,22.53,,2020,1,0
311.24,,71.65,,15.44,,2021,0,1
356.76,,89.31,,23.34,,2021,2,1
436.52,,76.13,,191.88,,2022,2,0
397.35,,75.56,,18.97,,2023,1,0
377.37,,74.49,,46.0,,2019,4,0
393.81,,59.38,,16.17,,2020,1,1
389.87,,63.06,,26.4,,2019,2,0
296.58,,71.45,,8.0,,2024,1,1
360.79,,71.54,,60.51,,2022,2,0
468.91,,77.9,,45.44,,2024,4,1
343.74,,65.32,,17.93,,2021,2,0
362.49,,72.71,,31.25,,2024,0,0
350.21,,72.89,,86.41,,2023,0,0
375.21,,73.28,,8.0,,2022,0,0
347.93,,72.16,,111.82,,2023,1,1
406.77,,57.96,,26.73,,2019,1,0
390.85,,49.39,,82.47,,2021,1,0
422.55,,62.58,,83.02,,2022,2,0
322.2,,66.69,,8.0,,2023,2,0
361.28,,60.22,,63.9,,2020,1,1
367.59,,71.44,,55.44,,2024,2,0
405.06,,82.9,,8.0,,2024,0,1
336.37,,79.26,,118.54,,2022,2,1
430.36,,76.66,,42.28,,2024,0,0
445.25,,81.85,,8.0,,2022,1,1
325.61,,62.75,,8.0,,2024,0,0
353.0,,67.43,,34.67,,2023,2,0
350.74,,78.15,,8.0,,2020,1,0
524.78,,67.25,,8.0,,2022,1,1
356.36,,67.8,,124.54,,2021,1,1
472.27,,90.62,,57.35,,2023,2,0
310.34,,72.95,,39.93,,2023,0,0
325.57,,89.64,,9.84,,2023,2,1
342.24,,53.77,,10.36,,2022,3,1
333.49,,65.69,,24.79,,2022,1,0
365.27,,76.09,,58.91,,2024,1,0
341.02,,72.94,,8.0,,2018,1,1
334.94,,51.44,,8.0,,2019,1,0
443.72,,69.7,,85.73,,2022,2,1
447.31,,96.73,,70.66,,2023,0,1
432.21,,74.47,,49.83,,2024,2,0
408.82,,78.04,,29.07,,2022,0,0
385.1,,65.56,,8.0,,2021,2,0
352.66,,74.43,,8.0,,2024,0,0
327.58,,71.88,,99.03,,2022,0,0
399.96,,83.19,,20.25,,2019,0,0
315.45,,82.87,,49.97,,2022,2,0
325.33,,76.08,,25.59,,2022,1,1
443.41,,72.71,,55.14,,2020,3,0
484.54,,55.21,,9.02,,2020,1,1
401.63,,54.86,,27.84,,2020,0,1
440.86,,72.82,,19.87,,2024,0,1
366.48,,80.75,,11.81,,2022,1,0
306.43,,85.32,,38.24,,2023,2,1
413.67,,63.1,,32.34,,2024,1,0
411.31,,56.91,,28.75,,2023,1,1
383.94,,81.33,,37.56,,2020,0,0
366.67,,63.85,,8.0,,2022,2,0
432.92,,56.23,,19.44,,2022,1,1
325.78,,67.06,,16.49,,2023,1,1
337.44,,66.89,,61.58,,2024,2,1
324.55,,85.2,,8.0,,2021,1,0
384.67,,80.66,,13.91,,2024,2,0
320.17,,64.63,,105.19,,2019,2,0
342.37,,85.98,,15.0,,2024,2,0
341.18,,73.25,,8.0,,2023,2,1
365.67,,82.61,,59.48,,2018,1,0
298.19,,85.27,,8.0,,2023,0,0
384.8,,69.37,,23.34,,2024,0,0
448.6,,77.71,,81.21,,2022,2,1
387.45,,67.93,,129.41,,2019,0,0
464.77,,81.3,,12.03,,2024,0,0
453.37,,72.9,,14.75,,2022,2,1
422.78,,81.6,,35.18,,2022,2,0
384.11,,87.25,,10.79,,2024,0,1
381.24,,77.47,,8.0,,2022,1,1
422.01,,71.07,,23.31,,2023,0,1
358.46,,71.23,,8.0,,2023,3,0
276.46,,42.43,,94.35,,2023,1,0
407.06,,64.87,,17.08,,2024,2,1
317.79,,81.33,,17.22,,2019,2,0
327.08,,81.7,,65.82,,2024,1,0
380.01,,64.65,,17.55,,2022,1,0
374.77,,73.65,,60.1,,2022,0,1
302.34,,70.11,,8.4,,2024,1,0
389.1,,78.9,,31.62,,2021,1,0
433.14,,94.09,,61.46,,2023,0,0
317.94,,79.08,,25.1,,2021,1,1
449.99,,65.3,,8.0,,2023,2,0
294.19,,71.22,,56.08,,2022,2,0
496.45,,86.02,,28.62,,2020,0,1
357.38,,57.91,,15.98,,2024,2,0
388.01,,65.85,,207.19,,2023,0,0
275.94,,79.1,,87.7,,2018,1,0
376.58,,84.94,,8.0,,2019,0,0
392.57,,78.09,,37.82,,2021,1,0
375.26,,65.93,,18.39,,2023,3,0
349.03,,77.37,,8.0,,2021,1,0
327.94,,76.14,,8.0,,2024,2,0
442.18,,75.51,,36.81,,2024,2,1
381.69,,71.03,,16.21,,2024,0,1
464.74,,72.53,,51.03,,2018,0,0
351.04,,62.93,,25.45,,2024,1,0
356.09,,96.8,,61.09,,2022,1,0
424.86,,73.57,,70.43,,2022,1,1
290.74,,77.49,,44.97,,2019,1,0
313.26,,69.82,,22.73,,2023,0,1
440.36,,80.45,,187.46,,2022,2,1
315.54,,59.02,,15.38,,2022,1,0
279.95,,54.54,,30.36,,2020,5,0
482.77,,71.7,,30.86,,2022,1,1
303.34,,92.54,,23.49,,2019,0,1
390.13,,84.08,,8.0,,2018,0,0
383.8,,63.92,,18.35,,2020,2,1
225.42,,77.16,,10.18,,2024,0,0
365.3,,65.64,,96.65,,2023,2,0
404.66,,76.26,,44.74,,2024,2,1
399.49,,77.04,,14.26,,2021,0,0
429.69,,81.26,,35.03,,2021,1,0
358.69,,56.34,,80.59,,2023,0,1
419.19,,59.34,,114.44,,2022,2,0
342.09,,71.24,,8.0,,2021,2,0
302.42,,61.68,,64.93,,2022,0,1
308.62,,60.9,,142.4,,2019,3,0
299.58,,74.72,,26.45,,2020,0,0
435.53,,62.84,,227.27,,2023,0,1
296.7,,94.58,,132.23,,2023,2,0
395.07,,66.67,,44.93,,2022,1,0
365.37,,69.3,,79.02,,2020,1,1
374.35,,74.98,,14.77,,2022,1,1
455.0,,56.92,,104.77,,2024,1,0
355.89,,77.09,,37.64,,2024,0,0
413.64,,75.41,,29.93,,2022,0,0
382.07,,68.51,,75.84,,2024,4,0
371.64,,74.74,,92.51,,2023,1,0
506.5,,76.28,,50.74,,2022,2,1
300.73,,86.35,,8.0,,2023,1,0
450.9,,97.0,,38.19,,2021,2,1
416.1,,61.38,,72.41,,2024,2,0
353.63,,59.03,,33.1,,2021,2,0
469.61,,73.03,,114.71,,2023,1,0
278.35,,51.21,,95.6,,2021,2,0
351.3,,78.49,,31.68,,2024,3,0
313.53,,73.13,,21.72,,2020,2,0
402.66,,75.67,,8.0,,2023,1,0
318.78,,68.96,,42.05,,2022,0,1
403.82,,74.55,,12.99,,2018,2,0
369.75,,76.72,,46.37,,2021,1,1
353.64,,74.0,,67.34,,2020,1,0
401.38,,58.55,,22.07,,2022,1,1
365.23,,73.72,,8.0,,2021,1,0
320.13,,90.54,,84.18,,2019,1,1
534.08,,74.41,,33.44,,2024,0,1
353.21,,73.37,,15.88,,2024,1,0
258.03,,87.6,,42.19,,2018,3,0
333.68,,64.54,,47.13,,2021,1,1
310.3,,80.9,,8.0,,2023,1,1
425.44,,66.7,,43.66,,2021,0,0
397.69,,82.87,,14.19,,2021,0,0
401.93,,79.98,,68.36,,2022,2,1
359.65,,67.88,,119.23,,2020,1,1
364.64,,69.34,,8.0,,2023,1,0
359.6,,81.78,,104.72,,2019,2,0
375.53,,53.45,,98.18,,2021,2,0
425.94,,67.58,,17.64,,2019,2,1
398.48,,78.2,,8.0,,2021,1,0
407.51,,68.92,,45.71,,2023,2,0
407.48,,73.35,,17.75,,2023,0,0
428.64,,51.59,,8.94,,2020,1,0
395.85,,63.46,,8.0,,2023,2,1
399.74,,78.79,,9.16,,2019,0,1
445.38,,64.49,,11.39,,2020,0,0
343.42,,58.98,,66.73,,2022,1,1
332.93,,82.62,,64.33,,2024,0,1
314.77,,77.16,,28.65,,2024,3,0
390.06,,61.11,,33.85,,2022,3,0
278.04,,73.39,,104.95,,2024,1,1
405.42,,61.44,,100.23,,2022,1,1
373.99,,70.48,,74.1,,2023,2,1
442.41,,73.76,,19.69,,2023,3,1
343.04,,63.92,,19.18,,2023,2,0
368.82,,79.42,,91.9,,2022,1,0
441.72,,80.97,,109.65,,2024,3,0
456.07,,74.64,,67.27,,2022,1,0
342.59,,76.14,,59.44,,2023,0,1
390.0,,57.47,,34.31,,2024,1,0
396.19,,85.62,,17.35,,2023,4,1
400.55,,71.09,,11.56,,2022,2,0
365.56,,62.65,,8.0,,2022,2,0
450.48,,73.46,,54.71,,2023,1,1
276.07,,79.45,,63.02,,2019,0,1
356.84,,77.12,,18.66,,2023,1,0
404.64,,61.15,,8.0,,2021,2,1
405.15,,79.58,,117.19,,2020,0,0
454.4,,71.39,,24.13,,2024,0,1
445.9,,77.01,,154.25,,2022,0,0
364.3,,63.98,,47.51,,2022,0,0
451.49,,82.46,,8.0,,2022,2,0
340.73,,73.83,,16.63,,2023,0,1
431.2,,83.89,,44.95,,2020,0,0
479.58,,56.65,,44.0,,2023,2,1
446.82,,57.99,,11.09,,2021,0,0
385.82,,69.6,,8.17,,2023,1,0
361.75,,86.68,,13.61,,2023,1,0
295.93,,91.63,,64.93,,2018,0,1
397.08,,63.12,,11.63,,2023,0,0
318.66,,72.53,,50.82,,2021,0,0
336.38,,73.55,,85.69,,2021,2,1
314.51,,79.18,,20.87,,2021,3,0
354.68,,80.85,,8.0,,2022,3,1
378.46,,60.86,,8.0,,2019,3,0
395.05,,72.65,,15.7,,2023,2,1
346.97,,51.91,,8.85,,2022,0,0
438.81,,80.11,,14.36,,2020,0,0
368.55,,68.61,,32.98,,2022,1,0
336.68,,59.95,,8.0,,2022,1,1
392.45,,75.33,,8.0,,2021,0,0
488.0,,68.3,,81.32,,2024,1,0
398.43,,84.61,,31.03,,2023,0,1
360.04,,63.07,,115.15,,2023,2,0
295.99,,94.23,,8.0,,2019,0,1
367.93,,80.55,,8.0,,2022,2,1
392.92,,84.88,,56.51,,2024,1,0
358.68,,61.71,,27.16,,2023,0,0
288.4,,89.88,,102.94,,2020,2,0
333.22,,59.87,,64.87,,2024,0,0
460.0,,69.9,,29.45,,2021,2,0
458.87,,85.05,,27.35,,2024,1,0
331.23,,77.07,,70.01,,2022,2,1
417.0,,59.61,,68.38,,2023,3,0
315.18,,83.35,,13.62,,2023,0,0
457.24,,75.4,,47.16,,2021,3,0
393.49,,67.84,,43.28,,2023,1,0
432.23,,56.58,,81.42,,2018,1,1
285.67,,76.35,,85.23,,2024,3,1
417.27,,70.37,,13.12,,2024,0,0
379.58,,73.56,,88.96,,2020,0,0
426.86,,56.15,,108.55,,2024,2,1
430.32,,67.81,,8.0,,2020,0,0
383.62,,76.8,,35.81,,2022,1,1
346.95,,90.76,,24.09,,2021,1,1
422.88,,69.95,,21.59,,2020,1,0
376.69,,86.43,,51.25,,2023,0,0
332.0,,79.87,,8.0,,2024,1,0
329.39,,74.34,,72.01,,2024,2,0
298.76,,61.88,,8.0,,2018,0,1
351.93,,62.3,,36.27,,2024,2,0
440.65,,78.18,,10.72,,2019,3,1
389.78,,66.74,,46.24,,2022,0,0
350.86,,65.85,,31.3,,2020,2,0
424.27,,70.19,,240.0,,2024,1,0
334.21,,70.36,,83.28,,2022,2,0
385.24,,81.01,,17.24,,2022,0,0
370.12,,66.95,,31.58,,2022,0,1
422.85,,80.01,,16.06,,2022,2,0
293.25,,76.4,,54.8,,2022,1,0
333.24,,55.26,,23.05,,2022,4,0
289.9,,74.95,,8.0,,2024,1,0
365.72,,45.32,,45.41,,2020,0,0
446.63,,63.05,,8.0,,2024,1,0
352.2,,76.63,,14.82,,2024,0,0
351.91,,71.89,,99.82,,2024,2,0
427.94,,54.32,,8.0,,2024,1,0
438.77,,60.81,,29.49,,2024,2,1
375.13,,45.91,,66.58,,2019,0,0
417.66,,58.57,,98.64,,2024,3,0
320.77,,77.79,,34.47,,2024,3,0
455.79,,66.43,,8.0,,2021,0,1
498.18,,73.7,,118.77,,2023,0,0
408.67,,72.14,,58.1,,2024,1,0
265.36,,72.33,,21.15,,2019,1,0
349.3,,82.23,,13.62,,2021,2,0
413.71,,69.97,,8.0,,2024,1,1
356.82,,81.11,,8.92,,2022,3,0
449.97,,47.23,,63.15,,2019,1,0
412.35,,83.11,,8.0,,2024,2,0
341.14,,59.1,,8.0,,2024,1,0
381.77,,61.27,,9.16,,2024,3,1
330.84,,64.95,,21.13,,2023,3,1
369.96,,82.84,,8.8,,2022,0,0
349.5,,63.11,,98.56,,2024,4,0
444.61,,65.44,,12.51,,2021,1,1
496.38,,62.38,,105.81,,2021,2,1
301.28,,74.55,,176.23,,2020,1,0
274.22,,79.44,,59.04,,2022,1,0
366.52,,89.04,,8.0,,2020,2,0
296.49,,96.0,,11.53,,2021,0,1
382.54,,78.5,,13.06,,2023,3,0
421.19,,75.66,,32.87,,2022,1,1
462.18,,59.83,,8.0,,2023,1,1
391.08,,91.09,,8.0,,2022,0,0
369.38,,74.15,,8.15,,2020,1,0
271.19,,69.11,,16.65,,2023,0,0
381.44,,75.88,,8.0,,2019,1,1
383.92,,65.64,,9.13,,2024,4,0
415.14,,48.62,,8.0,,2024,1,0
341.03,,77.72,,62.16,,2024,0,1
356.07,,85.42,,8.0,,2020,1,0
298.71,,77.57,,65.86,,2022,2,1
253.98,,71.93,,29.81,,2020,1,0
319.03,,72.13,,59.57,,2022,0,0
293.63,,73.72,,25.14,,2020,1,1
398.52,,73.42,,97.15,,2024,2,1
351.5,,71.39,,13.59,,2019,1,0
350.4,,72.25,,61.15,,2020,0,0
325.86,,87.55,,8.0,,2021,1,0
202.21,,76.72,,89.99,,2023,2,0
462.96,,73.05,,8.0,,2023,3,1
324.99,,78.59,,25.68,,2020,2,1
357.32,,78.59,,22.97,,2023,0,1
299.98,,81.46,,41.06,,2024,1,0
433.46,,64.43,,24.42,,2022,2,0
387.89,,67.19,,37.34,,2023,3,0
334.55,,63.86,,83.09,,2022,2,0
358.43,,79.67,,8.0,,2021,1,0
472.3,,79.18,,11.76,,2018,1,0
375.99,,59.27,,68.19,,2020,1,0
370.0,,75.91,,10.87,,2024,2,0
328.22,,85.72,,99.15,,2021,3,1
275.8,,69.65,,32.69,,2021,2,1
371.2,,75.14,,8.0,,2023,2,0
397.9,,79.3,,8.0,,2024,1,1
440.48,,58.79,,60.45,,2021,1,1
256.33,,73.52,,81.5,,2020,3,0
318.12,,84.72,,11.52,,2024,1,1
348.06,,66.07,,11.57,,2023,1,0
379.81,,80.32,,129.42,,2023,2,0
372.02,,72.27,,44.84,,2022,1,1
373.31,,65.25,,8.0,,2022,1,0
402.45,,71.03,,25.0,,2023,0,0
330.32,,66.74,,101.34,,2020,2,0
431.38,,63.12,,40.77,,2024,0,1
403.84,,69.46,,21.98,,2022,1,0
362.41,,72.68,,8.0,,2023,0,1
468.05,,70.34,,54.37,,2024,1,0
465.6,,69.35,,13.59,,2019,0,0
431.31,,74.26,,35.05,,2023,1,1
213.98,,77.31,,38.5,,2021,1,0
466.84,,60.56,,34.05,,2021,0,0
423.71,,69.48,,11.89,,2023,1,1
490.35,,52.26,,51.74,,2024,0,1
448.06,,70.38,,35.06,,2024,2,0
466.81,,73.51,,21.71,,2021,0,1
428.33,,77.7,,8.0,,2023,0,0
454.18,,73.54,,16.9,,2021,0,0
489.68,,77.48,,18.25,,2022,1,0
391.91,,72.65,,65.78,,2019,1,1
293.53,,65.24,,30.26,,2024,0,0
363.09,,60.84,,112.98,,2023,2,0
401.45,,69.37,,58.35,,2024,0,1
384.12,,64.34,,32.43,,2020,1,0
311.44,,70.8,,8.0,,2019,0,0
290.29,,67.08,,10.49,,2024,1,1
339.24,,76.19,,8.0,,2024,1,1
424.43,,72.49,,24.57,,2020,3,1
466.92,,76.47,,53.85,,2023,2,1
430.41,,76.42,,59.82,,2020,2,0
438.16,,70.2,,8.0,,2018,1,0
375.56,,70.82,,28.77,,2022,1,0
284.19,,77.02,,27.58,,2024,1,1
354.96,,96.46,,24.27,,2022,0,1
365.77,,62.11,,15.05,,2022,0,0
352.66,,72.42,,27.13,,2021,3,0
383.01,,60.04,,30.53,,2021,1,0
404.28,,71.79,,38.45,,2021,0,0
426.92,,65.26,,19.9,,2020,0,0
364.7,,70.8,,121.89,,2019,0,0
275.29,,73.55,,17.38,,2023,0,0
353.44,,67.11,,94.68,,2021,0,1
382.4,,54.16,,67.86,,2020,3,1
447.25,,86.26,,26.29,,2023,1,0
348.77,,80.39,,28.8,,2024,1,0
408.19,,70.69,,85.64,,2023,1,0
395.95,,63.05,,28.51,,2020,1,0
382.41,,72.85,,47.77,,2022,0,0
431.18,,75.61,,69.6,,2024,3,0
343.65,,79.7,,100.16,,2019,1,1
348.36,,80.62,,10.34,,2021,2,0
379.35,,82.51,,155.55,,2021,1,1
344.79,,54.59,,141.2,,2022,1,1
407.94,,68.95,,14.82,,2022,0,0
340.77,,81.93,,39.95,,2022,4,0
392.45,,62.76,,8.0,,2020,1,0
374.49,,84.19,,8.0,,2022,1,1
391.82,,90.1,,36.82,,2021,2,0
354.71,,83.91,,44.11,,2024,4,1
361.35,,78.62,,32.12,,2023,2,1
385.28,,67.52,,51.23,,2024,1,0
391.11,,74.82,,66.13,,2023,2,0
379.77,,58.54,,8.0,,2019,1,1
473.79,,64.19,,45.26,,2022,0,0
325.51,,64.89,,34.73,,2023,0,1
376.47,,72.62,,8.0,,2022,3,1
293.45,,68.08,,10.9,,2023,0,0
400.46,,74.62,,22.85,,2024,1,0
318.66,,80.78,,83.72,,2020,3,0
364.69,,64.9,,10.28,,2024,1,1
359.54,,73.49,,8.48,,2019,2,1
395.45,,67.84,,53.61,,2024,1,0
349.6,,73.9,,156.29,,2020,0,0
347.26,,78.86,,24.91,,2023,1,0
458.97,,81.21,,18.1,,2023,3,0
395.65,,78.7,,12.3,,2024,1,1
349.14,,76.14,,8.0,,2022,0,0
366.2,,57.8,,8.25,,2020,1,1
470.49,,61.19,,8.0,,2023,1,0
367.07,,63.76,,28.62,,2023,3,0
342.09,,75.59,,160.68,,2021,1,0
342.33,,59.09,,65.03,,2021,1,0
349.8,,75.38,,38.66,,2021,2,0
347.3,,74.64,,28.0,,2024,1,1
309.62,,52.64,,40.33,,2024,0,0
318.17,,61.12,,19.81,,2024,0,0
334.39,,82.44,,8.25,,2019,3,1
412.54,,78.97,,37.42,,2023,0,1
359.03,,63.5,,31.54,,2021,1,1
368.61,,61.65,,121.47,,2023,1,0
449.85,,47.5,,44.07,,2024,0,1
451.23,,86.71,,62.36,,2023,3,0
364.48,,72.41,,8.0,,2024,0,0
345.3,,90.84,,60.1,,2021,1,0
332.46,,70.08,,170.76,,2023,1,0
418.1,,74.83,,45.0,,2022,3,0
368.74,,80.91,,56.92,,2024,3,0
358.74,,88.39,,163.31,,2022,1,0
335.25,,77.01,,20.85,,2023,2,0
337.67,,72.02,,73.01,,2023,2,0
397.6,,72.28,,21.43,,2024,1,1
307.65,,61.54,,23.31,,2022,0,1
434.72,,68.18,,45.09,,2019,1,0
350.64,,72.51,,12.44,,2024,2,1
371.77,,85.82,,207.11,,2022,3,0
306.47,,67.7,,16.77,,2023,0,1
379.32,,82.63,,8.0,,2023,0,0
361.94,,71.18,,16.36,,2022,0,0
377.25,,84.44,,81.38,,2024,1,0
460.94,,78.77,,15.82,,2023,1,0
389.77,,78.09,,39.69,,2020,3,0
336.29,,81.79,,115.01,,2024,2,1
340.88,,80.33,,12.64,,2024,2,0
412.73,,82.64,,8.0,,2021,1,0
451.43,,93.32,,8.0,,2024,0,1
395.51,,88.17,,24.38,,2023,0,1
417.88,,76.66,,8.0,,2020,2,1
413.54,,67.58,,25.4,,2024,1,0
458.05,,75.66,,83.4,,2019,1,0
272.77,,52.74,,63.12,,2023,2,1
416.7,,80.29,,36.61,,2024,3,0
434.11,,61.4,,79.8,,2024,1,1
306.37,,83.22,,8.0,,2018,2,1
331.29,,91.8,,39.48,,2022,2,1
333.21,,57.49,,8.0,,2019,2,0
339.92,,71.5,,27.64,,2021,1,0
353.51,,61.36,,26.15,,2024,0,0
393.34,,54.72,,12.94,,2024,1,0
427.61,,70.94,,74.39,,2023,0,0
439.47,,78.35,,10.88,,2024,1,1
333.92,,79.54,,33.71,,2021,1,1
333.54,,73.54,,27.65,,2024,2,1
452.37,,55.36,,23.73,,2023,1,1
415.57,,73.23,,8.0,,2023,3,0
384.56,,57.07,,50.11,,2019,0,0
406.03,,57.73,,8.0,,2021,0,0
378.36,,62.03,,72.15,,2018,2,0
408.85,,82.5,,13.01,,2020,1,0
361.52,,77.45,,8.0,,2021,0,0
394.78,,75.23,,22.66,,2022,2,1
296.92,,63.37,,34.42,,2023,2,0
342.17,,68.12,,15.61,,2019,4,0
342.76,,58.3,,8.0,,2019,1,0
359.41,,85.64,,8.0,,2024,0,0
329.04,,93.97,,51.1,,2020,0,0
350.66,,77.57,,91.37,,2022,1,0
296.71,,79.32,,8.0,,2019,1,0
410.18,,70.41,,11.01,,2022,2,0
375.46,,55.81,,8.0,,2019,1,1
286.21,,63.56,,90.86,,2023,1,0
334.08,,67.35,,24.71,,2019,1,1
398.51,,68.15,,108.9,,2022,2,0
350.13,,65.85,,26.51,,2022,2,1
341.67,,72.48,,83.24,,2024,0,0
375.9,,63.5,,127.32,,2022,1,0
398.9,,93.68,,17.14,,2019,1,1
301.0,,58.35,,42.99,,2022,0,0
410.26,,80.87,,46.11,,2023,1,1
335.98,,69.38,,8.0,,2021,0,1
379.01,,76.63,,24.22,,2023,0,1
378.05,,77.08,,81.2,,2019,1,0
351.01,,73.57,,122.81,,2022,1,0
323.7,,60.67,,96.38,,2020,2,0
364.29,,68.68,,151.54,,2021,2,0
469.39,,73.69,,44.46,,2023,1,0
305.11,,73.06,,11.13,,2023,2,0
473.08,,61.77,,35.98,,2021,1,1
365.72,,84.91,,22.96,,2024,1,1
381.95,,47.06,,12.57,,2021,5,1
320.23,,69.5,,62.24,,2020,0,0
337.58,,62.79,,41.67,,2024,1,0
352.34,,73.82,,65.57,,2023,1,1
322.49,,82.17,,13.19,,2023,1,1
368.51,,57.93,,98.37,,2023,1,0
357.61,,95.54,,11.46,,2024,0,1
481.79,,74.02,,38.69,,2021,2,0
315.87,,75.82,,8.0,,2022,2,0
385.65,,57.6,,32.7,,2023,0,0
393.63,,71.53,,8.0,,2020,2,1
321.13,,81.72,,16.96,,2021,1,0
417.78,,74.1,,82.78,,2021,0,0
358.09,,73.4,,94.07,,2021,1,1
242.92,,71.48,,61.24,,2023,2,0
416.29,,58.22,,19.25,,2022,2,1
318.57,,58.16,,36.31,,2023,2,1
322.37,,83.69,,10.65,,2022,2,0
417.83,,80.82,,47.64,,2024,3,1
360.91,,82.3,,17.93,,2022,2,0
430.48,,63.77,,10.49,,2023,1,0
446.56,,70.42,,36.94,,2021,4,1
344.53,,84.32,,8.0,,2019,0,1
423.63,,59.71,,48.74,,2024,1,1
338.45,,83.3,,8.7,,2024,1,0
502.82,,66.13,,33.86,,2024,2,1
341.89,,63.45,,20.93,,2024,3,0
436.43,,71.68,,35.08,,2021,0,0
426.41,,60.83,,11.86,,2022,3,1
397.38,,53.03,,15.61,,2024,3,0
343.12,,72.76,,8.0,,2023,2,0
371.67,,77.34,,63.02,,2024,1,1
261.55,,84.15,,8.0,,2023,1,0
392.34,,78.07,,19.84,,2022,0,0
399.23,,91.65,,25.04,,2024,1,1
387.34,,85.61,,9.12,,2022,5,0
216.47,,79.38,,20.41,,2024,0,0
310.39,,76.69,,22.74,,2018,2,0
338.85,,84.3,,10.67,,2022,2,0
396.04,,49.87,,42.82,,2021,3,1
395.91,,67.2,,8.0,,2021,1,1
370.64,,53.42,,9.24,,2019,2,1
414.94,,78.63,,41.09,,2021,1,0
323.56,,64.57,,41.48,,2022,0,1
413.56,,102.2,,12.95,,2023,1,1
406.11,,66.82,,48.26,,2024,2,1
400.77,,73.06,,26.65,,2020,0,1
369.99,,67.98,,31.47,,2023,1,1
480.69,,67.11,,16.98,,2018,1,1
407.13,,59.53,,174.4,,2024,1,1
326.74,,59.2,,56.16,,2022,1,1
393.66,,50.21,,11.99,,2024,1,0
421.39,,77.45,,11.34,,2021,1,0
347.65,,67.75,,62.5,,2021,0,0
439.91,,91.34,,20.62,,2019,1,0
401.01,,59.56,,8.0,,2019,0,0
251.16,,86.76,,8.0,,2024,2,0
396.48,,87.72,,22.44,,2021,1,1
357.67,,84.77,,22.5,,2021,1,0
409.54,,74.35,,51.54,,2022,2,0
431.93,,68.62,,35.92,,2023,0,0
390.73,,84.76,,61.75,,2018,1,1
471.59,,64.09,,16.06,,2022,0,1
370.17,,74.71,,41.11,,2023,1,0
414.36,,71.56,,91.1,,2024,2,0
424.27,,63.09,,8.0,,2020,2,1
374.65,,74.78,,51.77,,2022,1,0
422.83,,79.42,,52.85,,2022,1,1
347.29,,62.69,,66.36,,2024,0,0
356.76,,76.6,,13.16,,2021,1,1
